NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,PrimaryCompletionDate,CompletionDate,LastUpdatePostDate,StudyFirstPostDate,StudyType,Phase,EnrollmentCount,EnrollmentType,LeadSponsorName,LeadSponsorClass,Collaborators,CollaboratorClasses,Conditions,Keywords,LocationCountry,LocationCity,LocationState,TotalLocations,InterventionNames,InterventionTypes,PrimaryOutcomeMeasures,SecondaryOutcomeMeasures,HasResults,ResultsFirstPostDate
NCT03655223,Early Check: Expanded Screening in Newborns,Early Check: A Collaborative Innovation to Facilitate Pre-Symptomatic Clinical Trials in Newborns,ENROLLING_BY_INVITATION,2018-10-15,2025-11-30,2025-12-31,2025-04-04,2018-08-31,OBSERVATIONAL,,30000.0,ESTIMATED,RTI International,OTHER,"University of North Carolina, Chapel Hill|The John Merck Fund|Duke University|Wake Forest University|North Carolina Department of Health and Human Services|National Center for Advancing Translational Sciences (NCATS)|Cure SMA|The National Fragile X Foundation|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Asuragen, Inc.|Sarepta Therapeutics, Inc.|Muscular Dystrophy Association|The Leona M. and Harry B. Helmsley Charitable Trust|Juvenile Diabetes Research Foundation|Janssen Pharmaceuticals|GeneDx|Illumina, Inc.",OTHER|UNKNOWN|OTHER|OTHER|OTHER_GOV|NIH|OTHER|OTHER|NIH|UNKNOWN|INDUSTRY|OTHER|OTHER|OTHER|INDUSTRY|UNKNOWN|INDUSTRY,"Spinal Muscular Atrophy|Fragile X Syndrome|Fragile X - Premutation|Duchenne Muscular Dystrophy|Hyperinsulinemic Hypoglycemia, Familial 1|Diabetes Mellitus|Adrenoleukodystrophy, Neonatal|Medium-chain Acyl-CoA Dehydrogenase Deficiency|Very Long Chain Acyl Coa Dehydrogenase Deficiency|Beta-ketothiolase Deficiency|Severe Combined Immunodeficiency Due to Adenosine Deaminase Deficiency|Primary Hyperoxaluria Type 1|Congenital Bile Acid Synthesis Defect Type 2|Pyridoxine-Dependent Epilepsy|Hereditary Fructose Intolerance|Hypophosphatasia|Hyperargininemia|Mucopolysaccharidosis Type 6|Argininosuccinic Aciduria|Citrullinemia, Type I|Wilson Disease|Maple Syrup Urine Disease, Type 1A|Maple Syrup Urine Disease, Type 1B|Biotinidase Deficiency|Neonatal Severe Primary Hyperparathyroidism|Intrinsic Factor Deficiency|Usher Syndrome Type 1D/F Digenic (Diagnosis)|Cystic Fibrosis|Stickler Syndrome Type 2|Stickler Syndrome Type 1|Alport Syndrome, Autosomal Recessive|Alport Syndrome, X-Linked|Carbamoyl Phosphate Synthetase I Deficiency Disease|Carnitine Palmitoyl Transferase 1A Deficiency|Carnitine Palmitoyltransferase II Deficiency|Cystinosis|Chronic Granulomatous Disease|Cerebrotendinous Xanthomatoses|Maple Syrup Urine Disease, Type 2|Severe Combined Immunodeficiency Due to DCLRE1C Deficiency|Thyroid Dyshormonogenesis 6|Thyroid Dyshormonogenesis 5|Supravalvar Aortic Stenosis|Factor X Deficiency|Hemophilia A|Hemophilia B|Tyrosinemia, Type I|Fructose 1,6 Bisphosphatase Deficiency|Glycogen Storage Disease Type I|G6PD Deficiency|Glycogen Storage Disease II|Galactokinase Deficiency|Mucopolysaccharidosis Type IV A|Galactosemias|Guanidinoacetate Methyltransferase Deficiency|Agat Deficiency|Glutaryl-CoA Dehydrogenase Deficiency|Gtp Cyclohydrolase I Deficiency|Hyperinsulinism-Hyperammonemia Syndrome|Primary Hyperoxaluria Type 2|3-Hydroxyacyl-CoA Dehydrogenase Deficiency|Long-chain 3-hydroxyacyl-CoA Dehydrogenase Deficiency|Mitochondrial Trifunctional Protein Deficiency|Sickle Cell Disease|Beta-Thalassemia|Holocarboxylase Synthetase Deficiency|3-Hydroxy-3-Methylglutaric Aciduria|Primary Hyperoxaluria Type 3|Hermansky-Pudlak Syndrome 1|Hermansky-Pudlak Syndrome 4|Apparent Mineralocorticoid Excess|HSDB|CBAS1|Mucopolysaccharidosis Type 2|Mucopolysaccharidosis Type 1|Severe Combined Immunodeficiency, X Linked|Severe Combined Immunodeficiency Due to IL-7Ralpha Deficiency|Diabetes Mellitus, Permanent Neonatal|Isovaleric Acidemia|Severe Combined Immunodeficiency T-Cell Negative B-Cell Positive Due to Janus Kinase-3 Deficiency (Disorder)|Jervell and Lange-Nielsen Syndrome 2|Hyperinsulinemic Hypoglycemia, Familial, 2|Diabetes Mellitus, Permanent Neonatal, With Neurologic Features|Jervell and Lange-Nielsen Syndrome 1|Lysosomal Acid Lipase Deficiency|CblF|3-Methylcrotonyl CoA Carboxylase 1 Deficiency|3-Methylcrotonyl CoA Carboxylase 2 Deficiency|Waardenburg Syndrome Type 2A|Methylmalonic Aciduria cblA Type|Methylmalonic Aciduria cblB Type|Methylmalonic Aciduria and Homocystinuria Type cblC|MAHCD|Methylmalonic Aciduria Due to Methylmalonyl-CoA Mutase Deficiency|Congenital Disorder of Glycosylation Type 1B|Mthfr Deficiency|Methylcobalamin Deficiency Type Cbl G (Disorder)|Methylcobalamin Deficiency Type cblE|Usher Syndrome, Type 1B|N-acetylglutamate Synthase Deficiency|Ornithine Transcarbamylase Deficiency|Phenylketonurias|Waardenburg Syndrome Type 1|Congenital Hypothyroidism|Propionic Acidemia|Usher Syndrome, Type 1F|Pancreatic Agenesis 1|Hereditary Hypophosphatemic Rickets|Glycogen Storage Disease IXB|Glycogen Storage Disease IXC|MOWS|Epilepsy, Early-Onset, Vitamin B6-Dependent|Pyridoxal Phosphate-Responsive Seizures|Pituitary Hormone Deficiency, Combined, 1|Ptsd|Dihydropteridine Reductase Deficiency|Severe Combined Immunodeficiency Due to RAG1 Deficiency|Severe Combined Immunodeficiency Due to RAG2 Deficiency|Retinoblastoma|Multiple Endocrine Neoplasia Type 2B|Pseudohypoaldosteronism, Type I|Liddle Syndrome|Biotin-Responsive Basal Ganglia Disease|SCD|DIAR1|GSD1C|Acrodermatitis Enteropathica|Thyroid Dyshormonogenesis 1|Riboflavin Transporter Deficiency|Waardenburg Syndrome, Type 2E|SRD|Congenital Lipoid Adrenal Hyperplasia Due to STAR Deficiency|Barth Syndrome|Adrenocorticotropic Hormone Deficiency|Transcobalamin II Deficiency|Thyroid Dyshormonogenesis 3|Segawa Syndrome, Autosomal Recessive|Autosomal Recessive Nonsyndromic Hearing Loss|Thyroid Dyshormonogenesis 2A|Congenital Isolated Thyroid Stimulating Hormone Deficiency|Hypothyroidism Due to TSH Receptor Mutations|Usher Syndrome Type 1C|Usher Syndrome Type 1G (Diagnosis)|Von Willebrand Disease, Type 3|Combined Immunodeficiency Due to ZAP70 Deficiency|Adenine Phosphoribosyltransferase Deficiency|Metachromatic Leukodystrophy|Canavan Disease|Menkes Disease|Carbonic Anhydrase VA Deficiency|Developmental and Epileptic Encephalopathy 2|17 Alpha-Hydroxylase Deficiency|Smith-Lemli-Opitz Syndrome|Krabbe Disease|Glutathione Synthetase Deficiency|Mucopolysaccharidosis Type 7|Rett Syndrome|Molybdenum Cofactor Deficiency, Type A|Niemann-Pick Disease, Type C1|Niemann-Pick Disease Type C2|Ornithine Aminotransferase Deficiency|3-Phosphoglycerate Dehydrogenase Deficiency|Leber Congenital Amaurosis 2|Dravet Syndrome|Mucopolysaccharidosis Type 3 A|Ornithine Translocase Deficiency|Carnitine-acylcarnitine Translocase Deficiency|Glucose Transporter Type 1 Deficiency Syndrome|Creatine Transporter Deficiency|Niemann-Pick Disease Type A|Pitt Hopkins Syndrome|Tuberous Sclerosis 1|Tuberous Sclerosis 2|Ataxia With Isolated Vitamin E Deficiency|Angelman Syndrome|Prader-Willi Syndrome|Homocystinuria|Permanent Neonatal Diabetes Mellitus|Transient Neonatal Diabetes Mellitus|Factor VII Deficiency|Glycogen Storage Disease Type IXA1|Glycogen Storage Disease, Type IXA2|Glycogen Storage Disease IC|Glycogen Storage Disease Type IB|Central Hypoventilation Syndrome With or Without Hirschsprung Disease",Newborn Screening|Rare Disorders|Genetic Counseling|Families|Development|Risk|Genetic Sequencing,United States,Research Triangle Park,North Carolina,1,Confirmatory Testing,DIAGNOSTIC_TEST,Incidence Rates: Number of newborns who screen positive comparative to the whole sample,Impact of Screening: Semi-structured parent interviews.,False,
NCT02296346,Open-Label Study to Evaluate the Efficacy of ECP in Secondary Progressive Multiple Sclerosis,"A Randomized, Controlled, Open-Label Study to Evaluate the Efficacy of Extracorporeal Photopheresis (ECP) Versus Corticosteroids in the Treatment of Patients With Secondary Progressive Multiple Sclerosis (SPMS)",TERMINATED,2014-10,2017-06-13,2018-05-10,2019-08-14,2014-11-20,INTERVENTIONAL,NA,13.0,ACTUAL,University of Utah,OTHER,Mallinckrodt,INDUSTRY,Secondary Progressive Multiple Sclerosis,,United States,Ann Arbor,Michigan,1,SoluMedrol|Extracorporeal Photopheresis,DRUG|DEVICE,Multiple Sclerosis Functional Composite (MSFC) Z-score and Expanded Disability Status Scale (EDSS),Immunological Parameters in Relation to SPMS,True,2019-08-14
NCT05057676,Autoimmune Intervention Mastery Course Study,Evaluation of an Online Course Designed to Support the Adoption of Healthier Diet and Self-Care Routines in Multiple Sclerosis Patients,RECRUITING,2021-12-01,2026-12-01,2026-12-01,2024-07-24,2021-09-27,INTERVENTIONAL,NA,80.0,ESTIMATED,Terry L. Wahls,OTHER,,,Multiple Sclerosis|Clinically Isolated Syndrome|Fibromyalgia|Post Acute Sequelae of COVID-19|Cancer in Remission With Persisting Fatigue,diet|self care,United States,Iowa City,Iowa,1,Immediate Autoimmune Intervention Mastery Course (AIM)|Immediate Question and Answer sessions. (AIM Q and A sessions)|Delayed Autoimmune Intervention Mastery Course (delayed AIM course)|Delayed AIM Question and Answer sessions,BEHAVIORAL|BEHAVIORAL|BEHAVIORAL|BEHAVIORAL,Multiple Sclerosis 54 Quality of Life Mental Health (MS 54 QoL MH)|Multiple Sclerosis 54 Quality of Life Mental Health (MS 54 QoL MH)|Multiple Sclerosis 54 Quality of Life Physical Health (MS 54 QoL PH)|Multiple Sclerosis 54 Quality of Life Physical Health (MS 54 QoL PH)|Short form 36 (SF 36)|Short form 36 (SF 36)|The Functional Assessment of Chronic Illness Therapy - Fatigue Scale (FACIT-FS):|The Functional Assessment of Chronic Illness Therapy - Fatigue Scale (FACIT-FS):,Modified Fatigue Impact Scale|Modified Fatigue Impact Scale|vegetable and fruit intake|vegetable and fruit intake|added sugar intake|added sugar intake|calcium intake|calcium intake|Servings of whole grains consumed|Servings of whole grains consumed|Fibromyalgia Impact Questionnaire Revised|Fibromyalgia Impact Questionnaire Revised|Brief Pain Inventory|Brief Pain Inventory|FM Disease activity (FIQR)|FM Disease activity (FIQR)|Pain scale|Pain catastrophizing scale|Functional Assessment of Cancer Therapy - General (FACT-G)|Functional Assessment of Cancer Therapy - General (FACT-G),False,
NCT04082468,VALIDATE: Factor VIII Trending for MS Relapse,Observational Trial Evaluating Whether Elevated Factor VIII Activity During Multiple Sclerosis Relapses Serves as a Marker for Solumedrol-Resistance and Incomplete Relapse Recovery,WITHDRAWN,2019-08-13,2021-12-01,2022-03-01,2021-09-21,2019-09-09,OBSERVATIONAL,,0.0,ACTUAL,"St. Joseph's Hospital and Medical Center, Phoenix",OTHER,,,Multiple Sclerosis,Relapsing remitting Multiple Sclerosis,United States,Phoenix,Arizona,1,Blood sample collection for coagulation profile,DIAGNOSTIC_TEST,Correlation of MS relapse recovery time with elevated lab values.,,False,
NCT05051618,Exercise Training for Managing Major Depressive Disorder in Multiple Sclerosis,Exercise Training for Managing Major Depressive Disorder in Multiple Sclerosis,RECRUITING,2023-04-01,2026-03-31,2026-03-31,2025-06-11,2021-09-21,INTERVENTIONAL,NA,146.0,ESTIMATED,University of Illinois at Chicago,OTHER,Congressionally Directed Medical Research Programs,FED,Multiple Sclerosis|Major Depressive Disorder,Multiple Sclerosis|MS|Depression|MDD|Exercise|Physical Activity|Intervention|Behavior,United States,Chicago,Illinois,1,POWER-MS|FLEX-MS,BEHAVIORAL|BEHAVIORAL,Change in Depression Severity (self-report)|Change in Depression Severity (observer-rated),Change in Perception of Fatigue Severity|Change in Cognitive Performance|Change in Quality of Life,False,
NCT00915460,Open-Label Safety Extension Study of Avonex,"An Open-Label Safety Extension Study of AVONEX® (Interferon Beta-1a) Treatment in Subjects Who Completed Biogen Studies C95-812, C96-823, or C97-830",COMPLETED,1999-09,2003-06,2003-07,2009-06-08,2009-06-08,INTERVENTIONAL,PHASE4,408.0,ACTUAL,Biogen,INDUSTRY,,,Multiple Sclerosis,Multiple Sclerosis|Avonex|Interferon beta-1a|patients at high risk to develop multiple sclerosis,,,,0,Interferon beta-1a (Avonex),DRUG,The primary objective of this study is to collect data on serious adverse events which occur during extended treatment with AVONEX in subjects at high risk for developing MS and in subjects with secondary progressive MS.,To monitor the occurrence of diagnosed clinically definite multiple sclerosis (CDMS) in subjects who enter this study at high risk for developing MS following an initial demyelinating event.,False,
NCT04125823,Video Game-based Physical Activity Training in People With Multiple Sclerosis During Relapse Treatment,Effects of Video Game-based Physical Activity Training in People With Multiple Sclerosis in the Inpatient Period During Relapse Treatment: a Pilot Randomized Controlled Trial,COMPLETED,2019-10-23,2022-01-15,2022-02-15,2022-06-01,2019-10-14,INTERVENTIONAL,NA,30.0,ACTUAL,Dokuz Eylul University,OTHER,,,Multiple Sclerosis,,Turkey (Türkiye),Izmir,,1,Video game-based physical activity training|Conventional physiotherapy program,BEHAVIORAL|BEHAVIORAL,"Feasibility - Recruitment process: Number of people referred from physician and eligible for screening. Number of people attending interview with researcher.|Acceptability - Prospective acceptability: Barriers (screening interview).|Acceptability - Intervention coherence and adherence: Number of sessions attended.|Acceptability - Experience (satisfaction, perceptions): Qualitative interview",Timed 25-Foot Walk|12-Item Multiple Sclerosis Walking Scale|Modified Fatigue Impact Scale|2-Minute Walk Test|Six-Spot Step Test|Nine-Hole Peg Test|Manual Ability Measure-36|Epworth Sleepiness Scale|Multiple Sclerosis International Quality of Life Questionnaire|Hospital Anxiety and Depression Scale - Anxiety|Hospital Anxiety and Depression Scale - Depression|Symbol Digit Modalities Test|California Verbal Learning Test-II|Revised Brief Visuospatial Memory Test|Paced Auditory Serial Addition Test,False,
NCT04006613,Effects of a Circuit Training on Balance in Persons With Multiple Sclerosis,Effects of a Circuit Training on Balance Management in a State of Fatigue in Persons With Multiple Sclerosis,COMPLETED,2019-02-26,2025-05-01,2025-05-01,2025-07-08,2019-07-05,INTERVENTIONAL,NA,52.0,ACTUAL,Fondazione Don Carlo Gnocchi Onlus,OTHER,,,Multiple Sclerosis,Fatigue|Balance|Aerobic training,Italy,Milan,,1,Circuit Training|Usual Care,OTHER|OTHER,Change from Baseline Modified Fatigue Impact Scale at 6-8 weeks,Change from Baseline Modified Dynamic Gait Index at 6-8 weeks|Change from Baseline 6 Minutes Walking Test at 6-8 weeks|Change from Baseline 10 Meter Walking Test at 6-8 weeks|Change from Baseline 5-Time-Sit-To-Stand at 6-8 weeks|Change from Baseline 12 item Multiple Sclerosis Walking Scale at 6-8 weeks|Change from Baseline Hospital Anxiety and Depression Scale at 6-8 weeks,False,
NCT01202227,An Open-Label Long-Term Study Of Pregabalin For The Treatment Of Central Neuropathic Pain,"An Open-Label Long-Term Study Of Pregabalin For The Treatment Of Central Neuropathic Pain (Post Spinal Cord Injury Pain, Post Stroke Pain, And Multiple Sclerosis Pain)",COMPLETED,2010-09,2012-03,2012-03,2021-01-28,2010-09-15,INTERVENTIONAL,PHASE3,104.0,ACTUAL,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,,,Spinal Cord Diseases|Spinal Cord Injuries|Neuralgia|Pain,Central Nervous System Diseases|Therapeutic Uses|Wounds and Injuries|Trauma|Nervous System|pregabalin,Japan,Nagoya,Aichi-ken,26,pregabalin,DRUG,Number of Participants With Peripheral Edema|Number of Participants With Facial/Periorbital Edema|Number of Participants With Generalized or Abdominal Edema|Number of Participants With Localized Pain Related to Deep Vein Thrombosis (DVT)|Number of Participants With Localized Tenderness Related to Deep Vein Thrombosis (DVT)|Number of Participants With Swelling Related to Deep Vein Thrombosis (DVT)|Number of Participants With Pitting Edema Related to Deep Vein Thrombosis (DVT)|Number of Participants With Collateral Superficial Veins (Non-varicose) Related to Deep Vein Thrombosis (DVT)|Number of Participants With Skin Redness Related to Deep Vein Thrombosis (DVT)|Number of Participants With Visual Field Deteriorated|Number of Participants With Deterioration in Neurological Examination Findings|Number of Participants With Suicidal Ideation According to Sheehan Suicidality Tracking Scale (Sheehan-STS),Change From Baseline in Short-Form McGill Pain Questionnaire (SF-MPQ) at Each Time Point: Total Scores|Change From Baseline in Short-Form McGill Pain Questionnaire (SF-MPQ) at Each Time Point: Sensory Scores|Change From Baseline in Short-Form McGill Pain Questionnaire (SF-MPQ) at Each Time Point: Affective Scores|Change From Baseline in the Modified Brief Pain Inventory (10 Item) (mBPI-10)Total Scores at Last Evaluation Score,True,2013-05-17
NCT05017038,The Role of Social and Territorial Inequalities in the Management and Prognosis of Multiple Sclerosis,The Role of Social and Territorial Inequalities in the Management and Prognosis of Multiple Sclerosis - Longitudinal Observational Study - INESEP,UNKNOWN,2021-03-03,2023-03-03,2023-06-30,2021-08-23,2021-08-23,OBSERVATIONAL,,2000.0,ESTIMATED,"Central Hospital, Nancy, France",OTHER,,,Multiple Sclerosis|Social and Territorial Inequalities,,France,Bordeaux,,5,,,"The endpoint will be the time from disease onset to treatment, and the co-variates of the multivariate model will be all socio-demographic and clinical characteristics at disease onset.",Delay before first treatment|Time to reach an EDSS of more than 4|Difference in disposable income between the start of the illness and the point date.,False,
NCT01387217,GSK2018682 FTIH in Healthy Volunteers,"A Single-blind, Placebo-controlled, Two Part Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single Ascending Doses of GSK2018682 in Healthy Volunteers",COMPLETED,2010-05-21,2010-12-20,2010-12-20,2017-06-09,2011-07-04,INTERVENTIONAL,PHASE1,27.0,ACTUAL,GlaxoSmithKline,INDUSTRY,,,Multiple Sclerosis,GSK2018682|First Time in Human|Healthy Volunteer,Australia,Randwick,New South Wales,2,GSK2018682|Placebo,DRUG|DRUG,To investigate the safety and tolerability of single escalating oral doses of GSK2018682|To investigate effects of GSK2018682 on heart rate and blood pressure|To investigate the pharmacokinetics of single doses of GSK2018682|Evaluate the effect of single escalating oral doses of GSK2018682 on lymphocytes (totals plus subsets),,False,
NCT01610310,Peginterferon Beta-1a (BIIB017) Autoinjector Pharmacokinetic Study in Healthy Volunteers,"A Randomized, Open-Label, Crossover Phase 1 Study to Evaluate the Pharmacokinetic Profile, Safety, and Tolerability of Peginterferon Beta-1a (BIIB017) Delivered by Pre-filled Syringe (PFS) or Autoinjector in Healthy Volunteers",COMPLETED,2012-06,2012-10,2012-10,2014-06-13,2012-06-04,INTERVENTIONAL,PHASE1,55.0,ACTUAL,Biogen,INDUSTRY,,,Healthy|Multiple Sclerosis,SC|PEG|Inteferon|PK|Subcutaneous|PEGylated|Autoinjector|Injectable|MS,United States,Saint Paul,Minnesota,1,BIIB017 (peginterferon beta-1a) Pre-filled syringe (PFS)|BIIB017 (peginterferon beta-1a) Autoinjector,DEVICE|DEVICE,Area under the time-concentration curve for serum concentrations of peginterferon beta-1a from time zero to infinity post dose (AUC0-∞),Maximum Serum Concentration (Cmax) of peginterferon beta-1a|Number of Participants with Adverse Events (AEs) and Serious Adverse Events (SAEs)|Changes in clinical laboratory assessments|Vital sign changes|Physical exam changes|Electrocardiogram changes|Clinician injection site assessment,False,
NCT04548999,"A Study to Evaluate the Efficacy, Safety and Pharmacokinetics (PK) of a Higher Dose of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis (PPMS)","A Phase IIIB Multicenter, Randomized, Double-blind, Controlled Study to Evaluate the Efficacy, Safety and Pharmacokinetics of a Higher Dose of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis",ACTIVE_NOT_RECRUITING,2020-12-03,2025-06-30,2027-09-08,2025-09-08,2020-09-16,INTERVENTIONAL,PHASE3,769.0,ACTUAL,Hoffmann-La Roche,INDUSTRY,,,Multiple Sclerosis,"Primary Progressive Multiple Sclerosis; Higher Dose of CD20 Antibody Ocrelizumab; Efficacy, Safety and Pharmacokinetics",United States,Homewood,Alabama,149,Ocrelizumab|Ocrelizumab|Antihistamine|Methylprednisolone,DRUG|DRUG|DRUG|DRUG,Time to Onset of Composite Confirmed Disability Progression (cCDP) Sustained for at least 12 Weeks,Time to Onset of 12-week Composite Confirmed Disability Progression (cCDP12) Independent of Protocol-defined Relapses (PDR)|Time to Onset of 12-week Confirmed Disability Progression (CDP12)|Time to ≥ 20% Increase in 12-week Confirmed by T25FWT|Change in Neurofilament Light (NfL) at Week 96|Time to 12-week Confirmed 8-point Increase in 12-item Multiple Sclerosis Walking Scale (MSWS12)|Annual Rate of Percent Change From Baseline in Total Brain Volume|Annual Rate of Percent Change From Baseline in Thalamic Volume|Time to 12-week Confirmed 4-point Worsening in Symbol Digit Modality Test (SDMT)|Change in NfL (i.e. Ratio to Baseline) at Week 96 for Participants in the Approved Dose Ocrelizumab Group|Change in NfL (i.e. Ratio to Baseline) at Week 96 for Participants in the Higher Dose Ocrelizumab Group|Time to Onset of 24-week Composite Confirmed Disability Progression (cCDP24) Independent of PDR|Percentage of Participants With Adverse Events (AEs)|Serum Concentrations of Ocrelizumab at Specified Timepoints|Change in B-cell Levels in Blood|Percentage of Participants Achieving 5 or Less B-cells per Microliter of Blood|Change From Baseline in the Anti-drug Antibody (ADA) Levels,False,
NCT05090371,A Multicenter Study of Continued Current Therapy vs Transition to Ofatumumab After Neurofilament (NfL) Elevation,"A Randomized, Open Label, Multi-center, Active-comparator Study to Assess Efficacy, Safety & Tolerability of Ofatumumab 20mg sc Monthly Versus Continued Current Therapy in Relapsing-remitting Multiple Sclerosis After Elevation of Serum Neurofilament Light Levels (SOSTOS)",RECRUITING,2022-03-02,2026-12-31,2026-12-31,2025-08-19,2021-10-22,INTERVENTIONAL,PHASE4,150.0,ESTIMATED,Novartis Pharmaceuticals,INDUSTRY,,,Relapsing-Remitting Multiple Sclerosis,Ofatumumab|Multiple Sclerosis|Relapsing-Remitting Multiple Sclerosis|adult|OMB157|RRMS|MS|secondary progressive MS|relapse,United States,Birmingham,Alabama,43,Ofatumumab|Disease modifying treatment (DMT),DRUG|DRUG,Percentage of participants achieving NEDA-3 (No Evidence of Disease Activity-3),Percentage of participants with a single baseline NfL≥10pg/ml and NfL<10pg/ml achieving NEDA-3 (No Evidence of Disease Activity-3)|Annualized relapse rate in Months 3 to 15|Percentage of participants without a worsening of their disability|Percentage of participants with NEDA (No Evidence of Disease Activity) - Clinical|Percentage of participants with NEDA (No Evidence of Disease Activity) - Radiological|Mean change in The Symbol-Digit Modality Test|Mean change in the Time 25 Foot Walk|Mean change in the 9 Hole Peg Test|Mean change in Gd+ lesion count|Mean change in Gd+ lesion volume|Mean change in T2 lesion count|Mean change in T2 lesion volume|Mean change from Baseline in T1|Mean change in MSQOL-54|Mean whole brain and regional volume loss from Baseline|Percentage of participants reporting treatment emergent adverse events (TEAEs) and serious adverse events,False,
